codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,desagregacion_cultivo,cultivo,ciclo_del_cultivo,grupo_cultivo,subgrupo,year_es,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,nombre_cientifico_del_cultivo,codigo_del_cultivo,estado_fisico_del_cultivo
47,Magdalena,47053,Aracataca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1136.5,990.69,812.3658,0.82,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47053,Aracataca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1143.64,986.37,765.5,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47053,Aracataca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1162.5,998.51,780.08,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47189,Ciénaga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,10780,10780,7546,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47189,Ciénaga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,10780,10780,7546,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47189,Ciénaga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,10551.87,9468.36,5586.3324,0.59,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47189,Ciénaga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,10814.65,9606.64,5524.11,0.58,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47189,Ciénaga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,10866.34,9437.9,4962.65,0.53,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47288,Fundación,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,2736,2736,2188.8,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47288,Fundación,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,2865,2689,1613.4,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47288,Fundación,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,2409.39,2215.96,1617.6508,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47288,Fundación,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,2207.01,1965.53,1455.35,0.74,Coffea arabica,2030300,Pergamino o seco de trilla
47,Magdalena,47288,Fundación,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,2216.38,1925.47,1416.95,0.74,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50001,Villavicencio,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,81,58,76,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50001,Villavicencio,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,81,65,84.5,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50001,Villavicencio,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,78.23,74.11,67.4401,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50001,Villavicencio,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,77.85,74.53,53.75,0.72,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50001,Villavicencio,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,66.53,59.16,46.93,0.79,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50006,Acacías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,63,59,70,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50006,Acacías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,63,63,74.97,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50006,Acacías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,61.92,54.08,57.8656,1.07,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50006,Acacías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,69.99,58.38,50.02,0.86,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50006,Acacías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,76.18,60.49,43.91,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50223,Cubarral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,324,293,249,0.85,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50223,Cubarral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,318,291,232.8,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50223,Cubarral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,306.86,283.31,181.3184,0.64,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50223,Cubarral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,311.17,290.45,139.02,0.48,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50223,Cubarral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,304.34,284.63,121.92,0.43,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50226,Cumaral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,5.92,3.65,4.76,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50226,Cumaral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,5.92,3.65,4.745,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50226,Cumaral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,5.06,4.43,4.0313,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50226,Cumaral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,5.06,5.06,3.47,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50226,Cumaral,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,5.23,5.06,3.05,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50251,El Castillo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,236,224,175,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50251,El Castillo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,208,199,118.68,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50251,El Castillo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,194,185,111,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50251,El Castillo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,194.86,173.04,87.89,0.51,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50251,El Castillo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,196.96,182.95,73.91,0.4,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50270,El Dorado,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,171.68,137.67,159.2,1.16,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50270,El Dorado,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,163,123,62.73,0.51,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50270,El Dorado,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,163.38,133.18,138.5072,1.04,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50270,El Dorado,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,177.36,147.27,136.81,0.93,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50270,El Dorado,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,176.98,147.57,119.77,0.81,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50330,Mesetas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,936,750,618,0.82,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50330,Mesetas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,917,737,515.9,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50330,Mesetas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1063.8,850.78,697.6396,0.82,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50330,Mesetas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1124.42,940.52,526.76,0.56,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50330,Mesetas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1273.15,1003.63,460.59,0.46,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50370,Uribe,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,205,172,171,0.99,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50370,Uribe,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,184,150,153,1.02,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50370,Uribe,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,169.61,136.87,136.87,1,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50370,Uribe,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,179.91,163.38,128.06,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50370,Uribe,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,189.17,168.48,115.7,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50400,Lejanías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,658,553,530,0.96,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50400,Lejanías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,659,588,490.3,0.83,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50400,Lejanías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,673.68,618.75,451.6875,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50400,Lejanías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,427.65,360.8,369.12,1.02,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50400,Lejanías,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,399.67,295.24,321.83,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50606,Restrepo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,13,11,8,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50606,Restrepo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,13,11,8.03,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50606,Restrepo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,16.19,11.59,7.4176,0.64,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50606,Restrepo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,16.19,15.07,7.33,0.49,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50606,Restrepo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,13.29,12.98,6.45,0.5,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50683,San Juan de Arama,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,195,187,139,0.74,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50683,San Juan de Arama,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,188,177,109.74,0.62,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50683,San Juan de Arama,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,147.68,137.13,100.1049,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50683,San Juan de Arama,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,140.42,118.31,69.6,0.59,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50683,San Juan de Arama,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,142,89.89,58.46,0.65,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50686,San Juanito,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1,1,0.75,0.75,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50686,San Juanito,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,2.5,1,0.69,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50686,San Juanito,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3.5,1,0.69,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50686,San Juanito,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,3.5,1,0.69,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50711,Vistahermosa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,141,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50711,Vistahermosa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,181,141,128.31,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50711,Vistahermosa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,216,181,162.9,0.9,Coffea arabica,2030300,Pergamino o seco de trilla
50,Meta,50711,Vistahermosa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,92.96,49.98,142.45,2.85,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52001,Pasto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,309.49,277.13,308,1.11,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52001,Pasto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,315,311,186.6,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52001,Pasto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,319.33,294.83,427.5035,1.45,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52001,Pasto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,318.22,282.6,385.77,1.37,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52001,Pasto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,298.26,262.44,392.61,1.5,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52019,Albán,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1935,1626,2120,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52019,Albán,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1915,1660,2000,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52019,Albán,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1898.6,1652.53,1801.2577000000001,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52019,Albán,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1882.3,1577.89,1551.95,0.98,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52019,Albán,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1872.15,1604.95,1342.82,0.84,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52036,Ancuya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,369.87,298.41,358.28,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52036,Ancuya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,366,326,197,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52036,Ancuya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,370.48,331.08,360.8772,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52036,Ancuya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,379.35,323.79,215.25,0.66,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52036,Ancuya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,385.54,322.66,270.58,0.84,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52051,Arboleda,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1852,1563,2069,1.32,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52051,Arboleda,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1827,1608,1969,1.22,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52051,Arboleda,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1809.64,1580.97,1754.8767,1.11,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52051,Arboleda,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1744.97,1451.32,1389,0.96,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52051,Arboleda,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1734.86,1471.6,1516.7,1.03,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52083,Belén,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,30,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52110,Buesaco,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,3053,2496,3315,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52110,Buesaco,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,3056,2599,3191,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52110,Buesaco,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3100.09,2682.89,3004.8368,1.12,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52110,Buesaco,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3232.23,2624.97,2621.57,1,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52110,Buesaco,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,3310.5,2669.76,2525.12,0.95,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52203,Colón,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,2189,1803,2341,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52203,Colón,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,2184,1867,448.2,0.24,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52203,Colón,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,2198.58,1903.79,2075.1311,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52203,Colón,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,2216.03,1816.29,1657.75,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52203,Colón,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,2200.72,1805.48,2470.04,1.37,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52207,Consacá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1771,1565,1990,1.27,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52207,Consacá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1772,1771,2072.07,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52207,Consacá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1763.8,1547.35,1547.35,1,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52207,Consacá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1802.03,1507.32,686.18,0.46,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52207,Consacá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1721.58,1433.83,1330.91,0.93,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52227,Cumbal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,48,48,14.4,0.3,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52227,Cumbal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,47,46,13.8,0.3,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52227,Cumbal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,47,47,32.43,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52227,Cumbal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,37,37,22.2,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52227,Cumbal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,37,37,22.2,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52233,Cumbitara,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,70,66,86,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52233,Cumbitara,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,70,69,83,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52233,Cumbitara,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,67.54,66.05,71.9945,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52233,Cumbitara,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,67.54,66.05,4.61,0.07,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52233,Cumbitara,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,66.54,66.54,42.67,0.64,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52240,Chachagüí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,446,390,499,1.28,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52240,Chachagüí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,443,411,486,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52240,Chachagüí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,441.91,418.49,380.8259,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52240,Chachagüí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,451.54,409.56,192.75,0.47,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52240,Chachagüí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,453.1,397.26,189.73,0.48,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52254,El Peñol,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,633,529,682,1.29,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52254,El Peñol,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,622,533,635,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52254,El Peñol,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,608.05,503.37,578.8755,1.15,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52254,El Peñol,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,593.5,474.17,459.1,0.97,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52254,El Peñol,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,588.8,487.19,519.01,1.07,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52256,El Rosario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,765,664,857,1.29,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52256,El Rosario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,752,673,401.5,0.6,Coffea arabica,2030300,Pergamino o seco de trilla
52,Nariño,52256,El Rosario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,678.77,594.09,409.9221,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
